Starting training with parameters:
Using CUDA device 0 - NVIDIA L20
Using save prefix "saved_models/model"
Training with SAM: lr=1e-05
	num_epochs: 30
	batch_size: 16
	module 1 weight: 1.0
	module 2 weight: 1.0
******************************** FOLD 0 ******************************
Loaded 1745 training pairs
Embedded successfully...
[1/30] training 6.4%: Loss=0.0480409, MSE=0.0480409, MAE=0.168816
[3/30] training 90.9%: Loss=0.0332378, MSE=0.0332378, MAE=0.143037
[3/30] training 97.3%: Loss=0.0336054, MSE=0.0336054, MAE=0.143358
-----------------------------------Finished Epoch 3/30: Loss=111.617, RMSE=1.47054, MAE=2.01815, r_2=-6.57724, p=0.447947
[4/30] training 6.4%: Loss=0.0257321, MSE=0.0257321, MAE=0.128148
[4/30] training 11.8%: Loss=0.0264308, MSE=0.0264308, MAE=0.128524
[4/30] training 17.3%: Loss=0.0287173, MSE=0.0287173, MAE=0.131165
[4/30] training 22.7%: Loss=0.0314629, MSE=0.0314629, MAE=0.138217
[4/30] training 29.1%: Loss=0.0324916, MSE=0.0324916, MAE=0.139522
[4/30] training 34.5%: Loss=0.0328525, MSE=0.0328525, MAE=0.141334
[4/30] training 40.0%: Loss=0.0333524, MSE=0.0333524, MAE=0.140846
[4/30] training 45.5%: Loss=0.0320679, MSE=0.0320679, MAE=0.138326
[4/30] training 51.8%: Loss=0.0316669, MSE=0.0316669, MAE=0.137467
[4/30] training 57.3%: Loss=0.0320247, MSE=0.0320247, MAE=0.13814
[4/30] training 62.7%: Loss=0.0311902, MSE=0.0311902, MAE=0.136394
[4/30] training 68.2%: Loss=0.032175, MSE=0.032175, MAE=0.138562
[4/30] training 74.5%: Loss=0.032231, MSE=0.032231, MAE=0.138621
[4/30] training 80.0%: Loss=0.0316555, MSE=0.0316555, MAE=0.137895
[4/30] training 85.5%: Loss=0.0316564, MSE=0.0316564, MAE=0.138366
[4/30] training 90.9%: Loss=0.0318317, MSE=0.0318317, MAE=0.138432
[4/30] training 97.3%: Loss=0.0317029, MSE=0.0317029, MAE=0.138396
-----------------------------------Finished Epoch 4/30: Loss=111.481, RMSE=1.42207, MAE=1.96074, r_2=-3.24097, p=0.489691
[5/30] training 6.4%: Loss=0.0301207, MSE=0.0301207, MAE=0.13399
[5/30] training 11.8%: Loss=0.0335962, MSE=0.0335962, MAE=0.142204
[5/30] training 17.3%: Loss=0.0352394, MSE=0.0352394, MAE=0.143013
[5/30] training 22.7%: Loss=0.0369693, MSE=0.0369693, MAE=0.145459
[5/30] training 29.1%: Loss=0.0358379, MSE=0.0358379, MAE=0.14384
[5/30] training 34.5%: Loss=0.0340896, MSE=0.0340896, MAE=0.141346
[5/30] training 40.0%: Loss=0.0337132, MSE=0.0337132, MAE=0.139503
[5/30] training 45.5%: Loss=0.0328435, MSE=0.0328435, MAE=0.138153
[5/30] training 51.8%: Loss=0.0323194, MSE=0.0323194, MAE=0.137435
[5/30] training 57.3%: Loss=0.031972, MSE=0.031972, MAE=0.137246
[5/30] training 62.7%: Loss=0.0316916, MSE=0.0316916, MAE=0.136601
[5/30] training 68.2%: Loss=0.030929, MSE=0.030929, MAE=0.135136
[5/30] training 74.5%: Loss=0.0307693, MSE=0.0307693, MAE=0.134877
[5/30] training 80.0%: Loss=0.0312844, MSE=0.0312844, MAE=0.135976
[5/30] training 85.5%: Loss=0.0310415, MSE=0.0310415, MAE=0.135824
[5/30] training 90.9%: Loss=0.030834, MSE=0.030834, MAE=0.135213
[5/30] training 97.3%: Loss=0.0307102, MSE=0.0307102, MAE=0.135269
-----------------------------------Finished Epoch 5/30: Loss=111.493, RMSE=1.39058, MAE=1.91143, r_2=-2.56477, p=0.527252
[6/30] training 6.4%: Loss=0.0281917, MSE=0.0281917, MAE=0.129832
[6/30] training 11.8%: Loss=0.0267866, MSE=0.0267866, MAE=0.127976
[6/30] training 17.3%: Loss=0.0267211, MSE=0.0267211, MAE=0.125489
[6/30] training 22.7%: Loss=0.027488, MSE=0.027488, MAE=0.126755
[6/30] training 29.1%: Loss=0.0272693, MSE=0.0272693, MAE=0.126631
[6/30] training 34.5%: Loss=0.0277289, MSE=0.0277289, MAE=0.127215
[6/30] training 40.0%: Loss=0.0287625, MSE=0.0287625, MAE=0.130187
[6/30] training 45.5%: Loss=0.0289367, MSE=0.0289367, MAE=0.130224
[6/30] training 51.8%: Loss=0.0292595, MSE=0.0292595, MAE=0.131369
[6/30] training 57.3%: Loss=0.0286569, MSE=0.0286569, MAE=0.130298
[6/30] training 62.7%: Loss=0.0292846, MSE=0.0292846, MAE=0.131907
[6/30] training 68.2%: Loss=0.0289245, MSE=0.0289245, MAE=0.131408
[6/30] training 74.5%: Loss=0.0284879, MSE=0.0284879, MAE=0.130297
[6/30] training 80.0%: Loss=0.0292511, MSE=0.0292511, MAE=0.131831
[6/30] training 85.5%: Loss=0.0288741, MSE=0.0288741, MAE=0.130874
[6/30] training 90.9%: Loss=0.0285829, MSE=0.0285829, MAE=0.130505
[6/30] training 97.3%: Loss=0.0287275, MSE=0.0287275, MAE=0.130979
-----------------------------------Finished Epoch 6/30: Loss=111.427, RMSE=1.35336, MAE=1.87572, r_2=-1.96477, p=0.552938
[7/30] training 6.4%: Loss=0.0308712, MSE=0.0308712, MAE=0.134342
[7/30] training 11.8%: Loss=0.0274839, MSE=0.0274839, MAE=0.127612
[7/30] training 17.3%: Loss=0.026454, MSE=0.026454, MAE=0.125763
[7/30] training 22.7%: Loss=0.0260598, MSE=0.0260598, MAE=0.125416
[7/30] training 29.1%: Loss=0.0262946, MSE=0.0262946, MAE=0.125615
[7/30] training 34.5%: Loss=0.0251128, MSE=0.0251128, MAE=0.122818
[7/30] training 40.0%: Loss=0.0271202, MSE=0.0271202, MAE=0.127426
[7/30] training 45.5%: Loss=0.0270012, MSE=0.0270012, MAE=0.127613
[7/30] training 51.8%: Loss=0.0265111, MSE=0.0265111, MAE=0.126212
[7/30] training 57.3%: Loss=0.0268499, MSE=0.0268499, MAE=0.126465
[7/30] training 62.7%: Loss=0.0272988, MSE=0.0272988, MAE=0.12804
[7/30] training 68.2%: Loss=0.0275702, MSE=0.0275702, MAE=0.128507
[7/30] training 74.5%: Loss=0.0272184, MSE=0.0272184, MAE=0.127093
[7/30] training 80.0%: Loss=0.0272671, MSE=0.0272671, MAE=0.127067
[7/30] training 85.5%: Loss=0.0271865, MSE=0.0271865, MAE=0.127028
[7/30] training 90.9%: Loss=0.0269239, MSE=0.0269239, MAE=0.126688
[7/30] training 97.3%: Loss=0.0275209, MSE=0.0275209, MAE=0.127905
-----------------------------------Finished Epoch 7/30: Loss=111.332, RMSE=1.33594, MAE=1.85799, r_2=-1.73042, p=0.568596
[8/30] training 6.4%: Loss=0.0189855, MSE=0.0189855, MAE=0.109214
[8/30] training 11.8%: Loss=0.0220955, MSE=0.0220955, MAE=0.115043
[8/30] training 17.3%: Loss=0.0228745, MSE=0.0228745, MAE=0.117522
[8/30] training 22.7%: Loss=0.0273087, MSE=0.0273087, MAE=0.125528
[8/30] training 29.1%: Loss=0.0264198, MSE=0.0264198, MAE=0.124928
[8/30] training 34.5%: Loss=0.0258829, MSE=0.0258829, MAE=0.123762
[8/30] training 40.0%: Loss=0.0269702, MSE=0.0269702, MAE=0.126424
[8/30] training 45.5%: Loss=0.0267195, MSE=0.0267195, MAE=0.126098
[8/30] training 51.8%: Loss=0.0263924, MSE=0.0263924, MAE=0.125455
[8/30] training 57.3%: Loss=0.027525, MSE=0.027525, MAE=0.128199
[8/30] training 62.7%: Loss=0.0280392, MSE=0.0280392, MAE=0.128862
[8/30] training 68.2%: Loss=0.027113, MSE=0.027113, MAE=0.12646
[8/30] training 74.5%: Loss=0.0271361, MSE=0.0271361, MAE=0.126313
[8/30] training 80.0%: Loss=0.0273441, MSE=0.0273441, MAE=0.126329
[8/30] training 85.5%: Loss=0.0272346, MSE=0.0272346, MAE=0.12591
[8/30] training 90.9%: Loss=0.0269703, MSE=0.0269703, MAE=0.125393
[8/30] training 97.3%: Loss=0.0267969, MSE=0.0267969, MAE=0.125072
-----------------------------------Finished Epoch 8/30: Loss=111.181, RMSE=1.33584, MAE=1.86269, r_2=-1.43223, p=0.570951
[9/30] training 6.4%: Loss=0.0285628, MSE=0.0285628, MAE=0.126118
[9/30] training 11.8%: Loss=0.0324251, MSE=0.0324251, MAE=0.133056
[9/30] training 17.3%: Loss=0.0264436, MSE=0.0264436, MAE=0.118804
[9/30] training 22.7%: Loss=0.0265938, MSE=0.0265938, MAE=0.120111
[9/30] training 29.1%: Loss=0.026425, MSE=0.026425, MAE=0.12078
[9/30] training 34.5%: Loss=0.0254231, MSE=0.0254231, MAE=0.119371
[9/30] training 40.0%: Loss=0.0263746, MSE=0.0263746, MAE=0.121046
[9/30] training 45.5%: Loss=0.0268853, MSE=0.0268853, MAE=0.122746
[9/30] training 51.8%: Loss=0.0262627, MSE=0.0262627, MAE=0.121867
[9/30] training 57.3%: Loss=0.0262848, MSE=0.0262848, MAE=0.121738
[9/30] training 62.7%: Loss=0.0268881, MSE=0.0268881, MAE=0.123078
[9/30] training 68.2%: Loss=0.0265482, MSE=0.0265482, MAE=0.122553
[9/30] training 74.5%: Loss=0.0268145, MSE=0.0268145, MAE=0.123232
[9/30] training 80.0%: Loss=0.0267851, MSE=0.0267851, MAE=0.123142
[9/30] training 85.5%: Loss=0.0267826, MSE=0.0267826, MAE=0.123421
[9/30] training 90.9%: Loss=0.0266662, MSE=0.0266662, MAE=0.123405
[9/30] training 97.3%: Loss=0.0271311, MSE=0.0271311, MAE=0.124455
-----------------------------------Finished Epoch 9/30: Loss=111.196, RMSE=1.3239, MAE=1.84926, r_2=-1.41112, p=0.579238
[10/30] training 6.4%: Loss=0.0227762, MSE=0.0227762, MAE=0.118028
[10/30] training 11.8%: Loss=0.0221726, MSE=0.0221726, MAE=0.113357
[10/30] training 17.3%: Loss=0.0213098, MSE=0.0213098, MAE=0.107947
[10/30] training 22.7%: Loss=0.0232537, MSE=0.0232537, MAE=0.115315
[10/30] training 29.1%: Loss=0.0256608, MSE=0.0256608, MAE=0.119671
[10/30] training 34.5%: Loss=0.0259388, MSE=0.0259388, MAE=0.12162
[10/30] training 40.0%: Loss=0.0252514, MSE=0.0252514, MAE=0.120623
[10/30] training 45.5%: Loss=0.0251739, MSE=0.0251739, MAE=0.120804
[10/30] training 51.8%: Loss=0.0255861, MSE=0.0255861, MAE=0.121476
[10/30] training 57.3%: Loss=0.025107, MSE=0.025107, MAE=0.120488
[10/30] training 62.7%: Loss=0.0251084, MSE=0.0251084, MAE=0.120751
[10/30] training 68.2%: Loss=0.0255676, MSE=0.0255676, MAE=0.122401
[10/30] training 74.5%: Loss=0.0256764, MSE=0.0256764, MAE=0.122064
[10/30] training 80.0%: Loss=0.0262507, MSE=0.0262507, MAE=0.123186
[10/30] training 85.5%: Loss=0.025506, MSE=0.025506, MAE=0.121344
[10/30] training 90.9%: Loss=0.0256808, MSE=0.0256808, MAE=0.12167
[10/30] training 97.3%: Loss=0.0258722, MSE=0.0258722, MAE=0.12162
-----------------------------------Finished Epoch 10/30: Loss=111.358, RMSE=1.31027, MAE=1.81948, r_2=-0.980615, p=0.586542
[11/30] training 6.4%: Loss=0.0299424, MSE=0.0299424, MAE=0.131232
[11/30] training 11.8%: Loss=0.028443, MSE=0.028443, MAE=0.129303
[11/30] training 17.3%: Loss=0.0291499, MSE=0.0291499, MAE=0.129517
[11/30] training 22.7%: Loss=0.0278555, MSE=0.0278555, MAE=0.126247
[11/30] training 29.1%: Loss=0.027241, MSE=0.027241, MAE=0.124511
[11/30] training 34.5%: Loss=0.0273263, MSE=0.0273263, MAE=0.124647
[11/30] training 40.0%: Loss=0.0270362, MSE=0.0270362, MAE=0.123853
[11/30] training 45.5%: Loss=0.0269703, MSE=0.0269703, MAE=0.124271
[11/30] training 51.8%: Loss=0.0270893, MSE=0.0270893, MAE=0.125195
[11/30] training 57.3%: Loss=0.026766, MSE=0.026766, MAE=0.125554
[11/30] training 62.7%: Loss=0.0264665, MSE=0.0264665, MAE=0.125523
[11/30] training 68.2%: Loss=0.0256336, MSE=0.0256336, MAE=0.123411
[11/30] training 74.5%: Loss=0.0254298, MSE=0.0254298, MAE=0.12289
[11/30] training 80.0%: Loss=0.0256248, MSE=0.0256248, MAE=0.12316
[11/30] training 85.5%: Loss=0.0255515, MSE=0.0255515, MAE=0.122117
[11/30] training 90.9%: Loss=0.0256255, MSE=0.0256255, MAE=0.122105
[11/30] training 97.3%: Loss=0.0258662, MSE=0.0258662, MAE=0.122732
-----------------------------------Finished Epoch 11/30: Loss=111.47, RMSE=1.30358, MAE=1.79375, r_2=-0.900615, p=0.598335
[12/30] training 6.4%: Loss=0.0225138, MSE=0.0225138, MAE=0.120688
[12/30] training 11.8%: Loss=0.0245133, MSE=0.0245133, MAE=0.122568
[12/30] training 17.3%: Loss=0.0258033, MSE=0.0258033, MAE=0.12137
[12/30] training 22.7%: Loss=0.0245777, MSE=0.0245777, MAE=0.115916
[12/30] training 29.1%: Loss=0.0243126, MSE=0.0243126, MAE=0.11457
[12/30] training 34.5%: Loss=0.023954, MSE=0.023954, MAE=0.114717
[12/30] training 40.0%: Loss=0.0253003, MSE=0.0253003, MAE=0.118118
[12/30] training 45.5%: Loss=0.0256475, MSE=0.0256475, MAE=0.11929
[12/30] training 51.8%: Loss=0.0253203, MSE=0.0253203, MAE=0.118787
[12/30] training 57.3%: Loss=0.0255773, MSE=0.0255773, MAE=0.120202
[12/30] training 62.7%: Loss=0.0249868, MSE=0.0249868, MAE=0.119043
[12/30] training 68.2%: Loss=0.0249207, MSE=0.0249207, MAE=0.118793
[12/30] training 74.5%: Loss=0.0250156, MSE=0.0250156, MAE=0.119468
[12/30] training 80.0%: Loss=0.0252103, MSE=0.0252103, MAE=0.120284
[12/30] training 85.5%: Loss=0.0255135, MSE=0.0255135, MAE=0.121724
[12/30] training 90.9%: Loss=0.0254797, MSE=0.0254797, MAE=0.121607
[12/30] training 97.3%: Loss=0.0254712, MSE=0.0254712, MAE=0.121917
-----------------------------------Finished Epoch 12/30: Loss=110.941, RMSE=1.30247, MAE=1.83139, r_2=-1.01509, p=0.605804
[13/30] training 6.4%: Loss=0.0196471, MSE=0.0196471, MAE=0.111532
[13/30] training 11.8%: Loss=0.0215581, MSE=0.0215581, MAE=0.116662
[13/30] training 17.3%: Loss=0.0222696, MSE=0.0222696, MAE=0.117511
[13/30] training 22.7%: Loss=0.0212109, MSE=0.0212109, MAE=0.115618
[13/30] training 29.1%: Loss=0.0222422, MSE=0.0222422, MAE=0.118064
[13/30] training 34.5%: Loss=0.0227278, MSE=0.0227278, MAE=0.118673
[13/30] training 40.0%: Loss=0.0247067, MSE=0.0247067, MAE=0.121788
[13/30] training 45.5%: Loss=0.0243315, MSE=0.0243315, MAE=0.121098
[13/30] training 51.8%: Loss=0.0247743, MSE=0.0247743, MAE=0.121475
[13/30] training 57.3%: Loss=0.0249861, MSE=0.0249861, MAE=0.121083
[13/30] training 62.7%: Loss=0.0254264, MSE=0.0254264, MAE=0.122522
[13/30] training 68.2%: Loss=0.0253226, MSE=0.0253226, MAE=0.121862
[13/30] training 74.5%: Loss=0.0260683, MSE=0.0260683, MAE=0.123455
[13/30] training 80.0%: Loss=0.0256563, MSE=0.0256563, MAE=0.122693
[13/30] training 85.5%: Loss=0.0258724, MSE=0.0258724, MAE=0.122842
[13/30] training 90.9%: Loss=0.0256282, MSE=0.0256282, MAE=0.122712
[13/30] training 97.3%: Loss=0.0255923, MSE=0.0255923, MAE=0.122836
-----------------------------------Finished Epoch 13/30: Loss=111.425, RMSE=1.28017, MAE=1.78133, r_2=-0.916659, p=0.607616
[14/30] training 6.4%: Loss=0.0210275, MSE=0.0210275, MAE=0.109592
[14/30] training 11.8%: Loss=0.0263638, MSE=0.0263638, MAE=0.125327
[14/30] training 17.3%: Loss=0.0256539, MSE=0.0256539, MAE=0.124611
[14/30] training 22.7%: Loss=0.0263227, MSE=0.0263227, MAE=0.12595
[14/30] training 29.1%: Loss=0.0258197, MSE=0.0258197, MAE=0.123167
[14/30] training 34.5%: Loss=0.026965, MSE=0.026965, MAE=0.125592
[14/30] training 40.0%: Loss=0.0257781, MSE=0.0257781, MAE=0.123657
[14/30] training 45.5%: Loss=0.0250359, MSE=0.0250359, MAE=0.121788
[14/30] training 51.8%: Loss=0.0243672, MSE=0.0243672, MAE=0.120039
[14/30] training 57.3%: Loss=0.0238243, MSE=0.0238243, MAE=0.118988
[14/30] training 62.7%: Loss=0.0233643, MSE=0.0233643, MAE=0.117728
[14/30] training 68.2%: Loss=0.0235308, MSE=0.0235308, MAE=0.117539
[14/30] training 74.5%: Loss=0.0242775, MSE=0.0242775, MAE=0.11878
[14/30] training 80.0%: Loss=0.0244294, MSE=0.0244294, MAE=0.119079
[14/30] training 85.5%: Loss=0.0246761, MSE=0.0246761, MAE=0.119997
[14/30] training 90.9%: Loss=0.0248902, MSE=0.0248902, MAE=0.120765
[14/30] training 97.3%: Loss=0.0250001, MSE=0.0250001, MAE=0.121353
-----------------------------------Finished Epoch 14/30: Loss=111.46, RMSE=1.30097, MAE=1.78703, r_2=-0.699282, p=0.602122
[15/30] training 6.4%: Loss=0.0292148, MSE=0.0292148, MAE=0.134125
[15/30] training 11.8%: Loss=0.0266136, MSE=0.0266136, MAE=0.125312
[15/30] training 17.3%: Loss=0.0236064, MSE=0.0236064, MAE=0.118506
[15/30] training 22.7%: Loss=0.0243478, MSE=0.0243478, MAE=0.117862
[15/30] training 29.1%: Loss=0.0256388, MSE=0.0256388, MAE=0.121406
[15/30] training 34.5%: Loss=0.0254102, MSE=0.0254102, MAE=0.121088
[15/30] training 40.0%: Loss=0.0258528, MSE=0.0258528, MAE=0.120975
[15/30] training 45.5%: Loss=0.0260175, MSE=0.0260175, MAE=0.121407
[15/30] training 51.8%: Loss=0.0253582, MSE=0.0253582, MAE=0.120383
[15/30] training 57.3%: Loss=0.0249646, MSE=0.0249646, MAE=0.119522
[15/30] training 62.7%: Loss=0.024632, MSE=0.024632, MAE=0.118694
[15/30] training 68.2%: Loss=0.025112, MSE=0.025112, MAE=0.119979
[15/30] training 74.5%: Loss=0.0254916, MSE=0.0254916, MAE=0.120356
[15/30] training 80.0%: Loss=0.025238, MSE=0.025238, MAE=0.120262
[15/30] training 85.5%: Loss=0.0250055, MSE=0.0250055, MAE=0.119675
[15/30] training 90.9%: Loss=0.0251238, MSE=0.0251238, MAE=0.120102
[15/30] training 97.3%: Loss=0.0247729, MSE=0.0247729, MAE=0.119456
-----------------------------------Finished Epoch 15/30: Loss=110.961, RMSE=1.29321, MAE=1.82705, r_2=-0.993218, p=0.606622
[16/30] training 6.4%: Loss=0.0326694, MSE=0.0326694, MAE=0.13108
[16/30] training 11.8%: Loss=0.026397, MSE=0.026397, MAE=0.116504
[16/30] training 17.3%: Loss=0.0242185, MSE=0.0242185, MAE=0.112781
[16/30] training 22.7%: Loss=0.0258123, MSE=0.0258123, MAE=0.118175
[16/30] training 29.1%: Loss=0.0246572, MSE=0.0246572, MAE=0.117046
[16/30] training 34.5%: Loss=0.0246418, MSE=0.0246418, MAE=0.116661
[16/30] training 40.0%: Loss=0.0250357, MSE=0.0250357, MAE=0.117997
[16/30] training 45.5%: Loss=0.0241915, MSE=0.0241915, MAE=0.116209
[16/30] training 51.8%: Loss=0.025214, MSE=0.025214, MAE=0.118402
[16/30] training 57.3%: Loss=0.0250819, MSE=0.0250819, MAE=0.118563
[16/30] training 62.7%: Loss=0.0256485, MSE=0.0256485, MAE=0.119943
[16/30] training 68.2%: Loss=0.0253389, MSE=0.0253389, MAE=0.119265
[16/30] training 74.5%: Loss=0.024775, MSE=0.024775, MAE=0.118191
[16/30] training 80.0%: Loss=0.0247443, MSE=0.0247443, MAE=0.118472
[16/30] training 85.5%: Loss=0.0246775, MSE=0.0246775, MAE=0.118484
[16/30] training 90.9%: Loss=0.0246128, MSE=0.0246128, MAE=0.118645
[16/30] training 97.3%: Loss=0.0242253, MSE=0.0242253, MAE=0.118227
-----------------------------------Finished Epoch 16/30: Loss=111.021, RMSE=1.29223, MAE=1.82434, r_2=-0.826446, p=0.60217
[17/30] training 6.4%: Loss=0.0217572, MSE=0.0217572, MAE=0.113149
[17/30] training 11.8%: Loss=0.02273, MSE=0.02273, MAE=0.114101
[17/30] training 17.3%: Loss=0.0213776, MSE=0.0213776, MAE=0.110622
[17/30] training 22.7%: Loss=0.0213077, MSE=0.0213077, MAE=0.111443
[17/30] training 29.1%: Loss=0.0223988, MSE=0.0223988, MAE=0.114855
[17/30] training 34.5%: Loss=0.0247466, MSE=0.0247466, MAE=0.118671
[17/30] training 40.0%: Loss=0.0260839, MSE=0.0260839, MAE=0.120481
[17/30] training 45.5%: Loss=0.0264955, MSE=0.0264955, MAE=0.122411
[17/30] training 51.8%: Loss=0.0266024, MSE=0.0266024, MAE=0.122307
[17/30] training 57.3%: Loss=0.0263976, MSE=0.0263976, MAE=0.122575
[17/30] training 62.7%: Loss=0.0260087, MSE=0.0260087, MAE=0.122214
[17/30] training 68.2%: Loss=0.0258996, MSE=0.0258996, MAE=0.122618
[17/30] training 74.5%: Loss=0.0251719, MSE=0.0251719, MAE=0.121188
[17/30] training 80.0%: Loss=0.0246656, MSE=0.0246656, MAE=0.119843
[17/30] training 85.5%: Loss=0.0248086, MSE=0.0248086, MAE=0.120585
[17/30] training 90.9%: Loss=0.024622, MSE=0.024622, MAE=0.120102
[17/30] training 97.3%: Loss=0.0246298, MSE=0.0246298, MAE=0.119867
-----------------------------------Finished Epoch 17/30: Loss=111.411, RMSE=1.29926, MAE=1.79124, r_2=-0.833207, p=0.601312
[18/30] training 6.4%: Loss=0.0232314, MSE=0.0232314, MAE=0.117144
[18/30] training 11.8%: Loss=0.0251686, MSE=0.0251686, MAE=0.124303
[18/30] training 17.3%: Loss=0.0245297, MSE=0.0245297, MAE=0.123418
[18/30] training 22.7%: Loss=0.023966, MSE=0.023966, MAE=0.121147
[18/30] training 29.1%: Loss=0.0254637, MSE=0.0254637, MAE=0.122202
[18/30] training 34.5%: Loss=0.024861, MSE=0.024861, MAE=0.119921
[18/30] training 40.0%: Loss=0.0242868, MSE=0.0242868, MAE=0.118534
[18/30] training 45.5%: Loss=0.0245699, MSE=0.0245699, MAE=0.118971
[18/30] training 51.8%: Loss=0.0252017, MSE=0.0252017, MAE=0.121247
[18/30] training 57.3%: Loss=0.025253, MSE=0.025253, MAE=0.121176
[18/30] training 62.7%: Loss=0.0245047, MSE=0.0245047, MAE=0.119971
[18/30] training 68.2%: Loss=0.0247921, MSE=0.0247921, MAE=0.120673
[18/30] training 74.5%: Loss=0.0247213, MSE=0.0247213, MAE=0.120248
[18/30] training 80.0%: Loss=0.0244016, MSE=0.0244016, MAE=0.119276
[18/30] training 85.5%: Loss=0.0248183, MSE=0.0248183, MAE=0.120069
[18/30] training 90.9%: Loss=0.024441, MSE=0.024441, MAE=0.119141
[18/30] training 97.3%: Loss=0.0241274, MSE=0.0241274, MAE=0.118523
-----------------------------------Finished Epoch 18/30: Loss=111.218, RMSE=1.2951, MAE=1.79197, r_2=-0.65889, p=0.608481
[19/30] training 6.4%: Loss=0.0200167, MSE=0.0200167, MAE=0.104169
[19/30] training 11.8%: Loss=0.0196545, MSE=0.0196545, MAE=0.106086
[19/30] training 17.3%: Loss=0.020062, MSE=0.020062, MAE=0.105181
[19/30] training 22.7%: Loss=0.0212935, MSE=0.0212935, MAE=0.107967
[19/30] training 29.1%: Loss=0.0213084, MSE=0.0213084, MAE=0.108679
[19/30] training 34.5%: Loss=0.0225293, MSE=0.0225293, MAE=0.111794
[19/30] training 40.0%: Loss=0.0230092, MSE=0.0230092, MAE=0.112869
[19/30] training 45.5%: Loss=0.0236977, MSE=0.0236977, MAE=0.114349
[19/30] training 51.8%: Loss=0.0237905, MSE=0.0237905, MAE=0.1152
[19/30] training 57.3%: Loss=0.0231463, MSE=0.0231463, MAE=0.11365
[19/30] training 62.7%: Loss=0.0231919, MSE=0.0231919, MAE=0.113693
[19/30] training 68.2%: Loss=0.0232999, MSE=0.0232999, MAE=0.114913
[19/30] training 74.5%: Loss=0.0232009, MSE=0.0232009, MAE=0.114441
[19/30] training 80.0%: Loss=0.0236024, MSE=0.0236024, MAE=0.116131
[19/30] training 85.5%: Loss=0.02371, MSE=0.02371, MAE=0.116157
[19/30] training 90.9%: Loss=0.0236991, MSE=0.0236991, MAE=0.11631
[19/30] training 97.3%: Loss=0.0241193, MSE=0.0241193, MAE=0.117377
-----------------------------------Finished Epoch 19/30: Loss=111.624, RMSE=1.29796, MAE=1.7744, r_2=-0.600118, p=0.606919
[20/30] training 6.4%: Loss=0.02962, MSE=0.02962, MAE=0.125066
[20/30] training 11.8%: Loss=0.02448, MSE=0.02448, MAE=0.115067
[20/30] training 17.3%: Loss=0.0258484, MSE=0.0258484, MAE=0.119323
[20/30] training 22.7%: Loss=0.0251605, MSE=0.0251605, MAE=0.117497
[20/30] training 29.1%: Loss=0.0254511, MSE=0.0254511, MAE=0.118528
[20/30] training 34.5%: Loss=0.0260645, MSE=0.0260645, MAE=0.120186
[20/30] training 40.0%: Loss=0.0255297, MSE=0.0255297, MAE=0.120774
[20/30] training 45.5%: Loss=0.0247996, MSE=0.0247996, MAE=0.119364
[20/30] training 51.8%: Loss=0.0244758, MSE=0.0244758, MAE=0.119264
[20/30] training 57.3%: Loss=0.0242501, MSE=0.0242501, MAE=0.118767
[20/30] training 62.7%: Loss=0.0239494, MSE=0.0239494, MAE=0.118001
[20/30] training 68.2%: Loss=0.0249363, MSE=0.0249363, MAE=0.120064
[20/30] training 74.5%: Loss=0.0253881, MSE=0.0253881, MAE=0.121428
[20/30] training 80.0%: Loss=0.0252709, MSE=0.0252709, MAE=0.121594
[20/30] training 85.5%: Loss=0.0248189, MSE=0.0248189, MAE=0.120618
[20/30] training 90.9%: Loss=0.0245515, MSE=0.0245515, MAE=0.120462
[20/30] training 97.3%: Loss=0.024353, MSE=0.024353, MAE=0.120202
-----------------------------------Finished Epoch 20/30: Loss=111.589, RMSE=1.28656, MAE=1.76139, r_2=-0.711219, p=0.614611
